patid,date,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8
1,2024-01-22,6.80096903843931,-6.139115257678391,6.8999877342363005,1.3972591592735162,8.912765110844544,5.046074639142844,3.8148559563796516,-5.503901511582194
1,2024-01-23,6.530437925431439,-5.820749865287853,5.864011593540608,0.32707051144920307,9.147140503639012,5.187143581371998,4.872344906697322,-5.995276518912767
1,2024-01-24,6.584951415732777,-4.908462285025898,5.167876893144807,-0.955500064291332,8.891580336986626,5.191251242690537,5.9145572710979115,-7.285380295462344
1,2024-01-25,6.487287953018167,-6.866889508380406,6.867183333468333,0.4266688115582806,8.874557469207074,3.7573530432531554,3.045530506388179,-5.9487708156309
1,2024-01-26,7.038180703217722,-6.019567261973184,6.295929468068226,0.6192377574741744,8.763854078153685,4.770858915127101,4.1552451888821285,-6.230762011093614
1,2024-01-27,6.818326246555896,-5.5866877487631506,6.290985361490462,0.35234912286957376,8.94833370610372,4.9745347285452866,4.93493692535842,-6.587972382026822
1,2024-01-28,6.9956691908467175,-6.570655122733262,5.888021777740861,0.9321354694108231,8.34372540615611,4.350982670890453,3.9418129552600774,-5.965593088998492
1,2024-01-29,6.660409537548118,-6.755517678569474,6.335446054076364,1.5563032232152694,8.19404495367205,4.921688598631156,3.4425205512765262,-5.26410145221744
1,2024-01-30,6.074093882577897,-5.985496003276886,6.43025690094139,1.121370034486889,8.674328568183382,4.951207232555573,4.568350073902626,-5.718154763006505
1,2024-01-31,6.6968705528166605,-5.927002542839601,5.809220220877663,0.29808190920288347,8.490806035116695,5.182491632660497,4.610954779161348,-6.158065405842485
1,2024-02-01,6.73366361535539,-6.139155539001825,5.608385706076798,0.24988915510357065,8.879411599244976,4.3140105169924805,4.230542665128306,-6.235383060421833
1,2024-02-02,6.488962806441341,-5.180744539853651,5.34374399060607,-0.8057363838070832,9.314804435615594,4.65024713062995,5.07170462089488,-6.839685396328167
1,2024-02-03,6.339129220779501,-6.741451148670155,5.893974817489664,0.0058789432877903135,8.302846413820616,4.248848011022329,3.5936275353533955,-6.047668857887459
1,2024-02-04,6.829594107259741,-6.239932748359981,6.054657286654189,0.2255561563681303,8.145976039216743,4.490812387789311,4.501531899949414,-6.183264328826061
1,2024-02-05,6.801739173418391,-6.0426790520773865,6.043037590553053,0.5733828222270568,8.8122208544625,4.731219843326362,4.446138266389614,-5.9213293801950675
1,2024-02-06,6.586302954181134,-6.773722277943799,6.467749845776973,0.596077625065748,8.117972719997303,4.274579393401012,3.1756714772183487,-5.633100857857155
1,2024-02-07,7.008855135741381,-6.915812586192992,6.979687495078272,2.312515557590353,8.355267909397403,4.866918815748125,3.095511536525641,-5.059895930745012
1,2024-02-08,6.655927643682293,-6.603384618465497,6.285388786742804,2.291368697869798,8.716287417488072,5.532708288951495,4.089667614213587,-5.2285531441461925
1,2024-02-09,6.557790102822346,-6.70285687357388,6.859674999126715,2.6943564233582404,8.464025093829164,5.338160821986946,3.714498983931694,-5.430648894894369
1,2024-02-10,6.711903964637575,-7.376034355295426,7.23778211000825,3.345307076958879,8.28747079596978,5.335918314675736,2.9366136785093704,-3.997937742193007
1,2024-02-12,6.631306756799859,-4.932129332274544,5.656739588732041,0.01666324107316442,9.013661476284716,5.407047114502928,4.964030655666642,-7.2010406656083585
1,2024-02-13,7.195196248464344,-6.519729741552948,6.409802774475864,0.10971463221262008,8.39144598412079,4.2071668131650615,4.199026019239673,-5.996613144185143
1,2024-02-14,6.931391083495917,-4.767994772293495,5.060773430226464,-0.6226053567257887,9.023173856779382,4.88935567591084,5.34333558727803,-7.438991023640354
1,2024-02-15,6.952566225465355,-5.785296432247224,5.355571527954403,-1.4139753559859285,8.836251192135792,4.1481377687732595,5.501519818725602,-7.403667374799235
1,2024-02-16,6.932889549817373,-6.666168291171971,6.022458234470643,-0.6853749760434379,8.12892360565612,3.7181593971911258,3.6992584142240297,-5.773936253974534
1,2024-02-17,6.820688891505134,-7.0783598326268775,7.305013193799318,0.2576643232193145,8.442995644052775,4.014597301615061,3.7848912350581276,-6.146844188465186
1,2024-02-18,6.701291498824022,-5.960995100777066,6.146034529605903,0.6121144025779403,8.514775909546982,4.8181580106114446,4.069448685687284,-6.001009406107888
1,2024-02-19,7.051569551357613,-6.5919546750758915,6.194314050169508,0.6628816734005667,8.639840718029724,4.7350068945162,3.7360355532385117,-6.026427463696331
1,2024-02-20,6.6299213489586455,-5.772089447049792,6.000625258845028,0.7537267323653956,8.779708357987968,4.63356525321022,4.426042273107155,-5.837600243057439
1,2024-02-21,6.816420682106475,-6.538913140870873,6.711233998311994,1.0808817930221153,8.622387559400153,4.562658478657025,3.6135918737295865,-5.525546447732983
1,2024-02-22,6.329064600820107,-6.866571615544406,6.303529424933231,1.7838998519682108,8.84920893250398,5.148768392207224,3.8055374353728912,-5.7184067767892595
1,2024-02-23,6.581552453672566,-5.435379844426943,5.612638324090807,0.7678812024757858,8.652519877193281,5.15661610749962,5.270005222541091,-6.340718694046141
1,2024-02-24,6.931715140617627,-6.255441506917531,5.544888978751157,0.5061267896328132,8.674064298826494,5.17979938175159,4.283855206637332,-6.274111150627111
1,2024-02-26,7.168030164241089,-6.934426020010643,6.654826474078681,-0.2806409632081106,8.446867942613324,4.31014279322427,4.043320553201719,-5.992856512084557
1,2024-02-28,6.629497474039988,-6.008687909027588,6.037621905853274,0.7506491667074219,8.737222295909397,4.437623167154246,4.07714212703153,-5.496702912146104
1,2024-02-29,6.307952238288469,-5.692397600880769,5.67184989785548,0.593020147977589,9.045229448373954,4.880887551689337,5.282012445218227,-6.453009429645201
1,2024-03-01,6.6009074762999855,-6.023121911472591,6.252101479786675,0.419894603738579,8.404079362798242,4.360073036258038,4.074460375120949,-5.785389908041469
1,2024-03-02,6.920451051298153,-5.1866554053302805,5.091134038420563,-1.1347929362041576,9.783749100243943,5.0675794948908095,5.380971156296135,-7.108514851538314
1,2024-03-03,6.603905830674216,-5.209028839036399,5.2083167576712714,-1.2085483060480178,8.443577324323503,4.46861278392387,5.502509155155821,-7.771028530792977
1,2024-03-04,7.127751532279788,-6.75442109186703,5.900152527830545,-1.3637091785735385,8.198512651497403,3.2891449242642983,3.3392199245496874,-5.911351538062708
1,2024-03-05,7.236117471098452,-6.638200090593167,5.898988775262676,0.20141609321876616,8.125447742928804,4.332888607605053,4.039359984019193,-6.124711709684306
1,2024-03-06,6.698885795308554,-5.036187928266391,5.456965330290678,-0.6170099383061087,8.723941735263717,4.402025077398618,4.914717088047476,-6.834151506212496
1,2024-03-07,6.834706252114291,-6.882548625469502,6.6030101057412605,0.8772283822031032,8.224861374966624,3.91379420555611,2.449173715037725,-5.389570437239643
1,2024-03-09,6.516625739130044,-6.157828344058199,5.915255005088797,1.3425582332234745,8.54971608713496,4.7960809435604235,3.77757129653583,-5.553424346404799
1,2024-03-11,6.588229038873128,-6.143950192594565,6.229132117658098,1.3335861696552604,8.808039005853024,5.2784492754394865,4.112375648971656,-5.82077503946789
1,2024-03-13,6.650656884165512,-6.408083125460048,6.2955610414798375,1.1444233647271802,8.818072321678736,3.819424114460811,3.8374542717888134,-5.74451894778882
1,2024-03-14,6.2803676774296315,-4.718721076990572,4.413984268844155,-1.2171245597941291,9.900686063665447,5.087417362212743,5.887577179454973,-7.583783215308363
1,2024-03-15,7.015760859526063,-5.948969214345919,5.289128924011939,-0.6152694049801625,8.747677061089332,4.075240022965383,4.779991151337509,-7.064122860417987
1,2024-03-16,6.786625474400298,-6.181713636456217,5.726417006645256,-0.7917944765782825,9.413175799887151,4.673480127338984,4.553680007339174,-6.805823839046071
1,2024-03-17,6.282168959898335,-5.669893633637858,5.371756049282801,-0.4965905313735324,8.732507883601516,3.7644074927223174,4.52153518687496,-6.947445038785182
1,2024-03-18,6.395404539042819,-5.7932581316799805,5.7756435983757495,-0.8489714070075551,8.245890602938468,4.004030471331136,4.644307480524777,-6.808736505603743
1,2024-03-19,6.836000797027016,-6.46569403049971,6.270207042394688,-0.5320329526409906,8.268332650478573,4.3446550536142565,3.6777631001380238,-5.784809490207321
1,2024-03-20,7.217825176575461,-5.943432515559254,5.061645524793504,-0.35124909338549315,8.83889414773966,4.699649328595302,4.4713199316804335,-6.762546235233113
1,2024-03-21,6.653471067761387,-6.420565216409031,6.350683643999699,-0.15086794288306907,8.62042876329986,4.481298483870151,3.483266581511173,-5.766703561857613
1,2024-03-22,6.7326178657556275,-6.390678761681488,6.119534137191932,0.13815042132825922,8.755539938879343,5.137021692026266,4.189628533682397,-6.049010635612847
1,2024-03-23,6.531475615996144,-6.539919553365836,6.39037539297768,1.0904706461003726,8.417669181897224,4.485026235417262,3.554600703781329,-5.5343336492383814
1,2024-03-24,6.881748217302314,-5.7523148165703475,5.9813654375762075,0.41064594869301313,9.065430880978049,5.3259008062354996,5.033167017177651,-6.542859564127067
1,2024-03-25,6.525216521432729,-7.507829659263734,7.41049755953265,2.3387909161105327,7.22588407070251,4.303572041625404,2.8497860931409877,-4.526305498101771
1,2024-03-26,6.190896285597905,-6.266684751567717,6.598648872431476,2.0583988335522143,8.576585255769647,5.167500537539094,4.183780925643872,-5.060254797389419
1,2024-03-27,6.2376966495750334,-5.306366306597382,6.0887516263134485,1.4839605228521675,8.8129010726377,5.333982668357868,4.694051616866475,-5.401005926780557
1,2024-03-28,6.461933898216954,-7.122846036201741,7.0187270915659665,2.377309871413678,8.18648138315308,4.658394217886108,2.925532109615644,-5.197733702502105
1,2024-03-29,6.417419384660545,-6.524767646269216,6.471569996037649,2.1740561393276314,8.122262321683117,5.092204965883091,3.9677626573294207,-5.257247931243073
1,2024-03-30,6.580283020197261,-4.661207401951645,5.521640801519853,0.5187493205049758,9.44246947681279,5.301870911426279,6.352171099254659,-6.571299877581788
1,2024-03-31,6.543171754122079,-5.799404333626899,5.607560056326444,-0.6626799812778381,9.05202438983844,4.788627716362704,5.287070933380215,-6.686533418144909
1,2024-04-01,6.7117498163436995,-5.543515130742627,5.68657278830749,-0.3231355322803364,8.83418095911132,4.375874109883949,3.863192218423336,-5.990010439627235
1,2024-04-02,6.779534540414502,-5.972081226862969,6.301830158229298,-0.2699010921978706,8.615233486954637,4.488143443228807,4.5002549679873365,-5.833016606919885
1,2024-04-03,6.767626887377592,-6.805107397291125,6.1771670141960895,0.0564547599100783,8.72337794663713,4.572649835462122,3.408191251586409,-6.018834197782197
1,2024-04-04,7.027815125707727,-6.247487131822944,6.198516206180759,0.7541563398611045,8.421321229939347,4.83592117795632,4.2575676501295305,-6.170020364833065
1,2024-04-05,6.659623982561586,-5.1365146465345966,5.359315112922455,-0.5252690904172623,9.05454608429423,4.5766111002313465,5.614775212527178,-6.912730888851049
1,2024-04-06,7.212145781827291,-5.9735300892189755,5.746988906812773,-0.5096106576346215,8.730435432752515,4.226936069634186,4.082415520389643,-6.358061200968967
1,2024-04-07,6.724270621982327,-7.24457420716966,6.382237830108465,1.090959896410971,7.911081325612245,4.2376992805398315,2.6492938486014177,-4.912133297554671
1,2024-04-08,6.540104169871197,-6.844492113372369,6.445679981343686,1.9768895240692,8.482132811611253,5.265750505313096,3.583062363778708,-5.0151177168867305
1,2024-04-09,6.565511626451649,-6.135001301609341,6.357310526861542,1.9296705386023039,8.710409756199587,5.643936566809726,4.267690799328112,-5.2212641113275025
1,2024-04-10,6.786360214800122,-5.448795235987544,5.446766876117639,1.3817563235828825,8.82879513194693,5.567363821679263,5.334986457311751,-6.304134991605666
1,2024-04-11,6.448153923080608,-6.627979388956341,6.612442240484977,1.3700704250662656,8.622816913793399,4.611747042188454,3.9101582999033293,-5.523079350127928
1,2024-04-12,6.6670400758324915,-6.0886915483875175,5.9645615808372225,1.071240640729293,8.519539587563864,4.954202625131873,3.93466956726675,-5.353281020796006
1,2024-04-13,6.692398317485067,-5.667129121121541,6.195827860451519,0.6982001473451924,8.649782470229582,5.272852115415882,4.981556298868829,-6.203910685512207
1,2024-04-14,6.464600701728905,-6.0739588924077355,5.75960122712891,-0.16541465531209978,8.69364146339919,4.854088125605713,4.5816241069430514,-6.539104666209515
1,2024-04-15,6.711019019174421,-5.620180804827135,5.883810104826805,-0.02967341248809018,8.564101362017542,4.765359281881423,4.301988532554135,-6.1364002275841365
1,2024-04-16,6.957415154972399,-6.457165915319021,5.83396316651805,0.5367118654926535,8.2960055580142,4.260605685777772,3.8729160363415,-6.63936332598589
1,2024-04-17,7.031641824822219,-5.528218090745994,4.942642130150027,-0.7507076441170075,9.093062642003643,4.551849380310296,5.131840113419291,-7.357570286879919
1,2024-04-18,6.86810552625441,-7.151374721227117,6.350501128614808,-0.18100489781686505,8.430676547558006,3.972461624193947,3.3101820940930464,-5.869998381423277
1,2024-04-19,6.949255844211957,-7.038882008773039,6.384132919600239,1.4452094032202054,8.201691656267974,3.960100285740169,3.4362510241201676,-5.095356226851412
1,2024-04-20,6.852889813431828,-5.297564217444976,5.771864122486202,-0.4330017138615569,8.737747604312883,5.521214497235014,5.80031235728135,-6.3543541830179615
1,2024-04-21,6.723727553514068,-5.892249697593894,5.781054331157082,0.006294825187730597,8.878478544058527,4.474203228508588,4.533636743794961,-6.571083805625849
1,2024-04-23,6.450731405501894,-6.1131216060933316,5.656340701800557,-0.24787020198770376,8.537644644425729,4.638515355388455,4.816925755338241,-6.049796115821582
1,2024-04-24,6.836534243400547,-6.435188028717711,6.44967508917113,0.4674389398383711,8.474638932351342,3.9662336510081584,3.7151011053865055,-5.766989265614478
1,2024-04-25,6.456562308935416,-6.114708158655199,5.474988701790487,0.3046989061856737,8.834974573898426,4.9240375528978655,4.6984745483935555,-6.005170907343832
1,2024-04-27,6.744162010375806,-5.789481074924383,5.437017059276579,-0.9591109952197254,9.221377031670258,4.265448586866551,4.872891523996356,-7.162780187408627
1,2024-04-28,7.000506666934183,-6.701342991945986,6.671609634870187,0.6599002016979498,7.80256568305249,4.185715695838351,3.359191304624851,-6.204609757008187
1,2024-04-29,6.526211401669361,-6.1030472296861875,6.505526440912268,0.5619746871024057,8.47890731128261,4.261267442566933,3.529731136989505,-5.5732605486214455
1,2024-04-30,6.531778121457176,-4.7127396776027535,4.917444643986381,0.1816418850993819,9.646254152580084,5.341920842799257,6.195235280701384,-7.434148308167865
1,2024-05-01,6.8510620308441155,-6.454843513327225,6.427878392237609,0.055521536797028634,8.257920387397457,4.34968435521484,3.1793312392458097,-5.43542790621738
1,2024-05-02,6.022218238594749,-4.775199715105925,4.672941069114963,-1.4902302963241638,9.152254375292989,5.387683505184863,6.05578221811921,-7.711614802341102
1,2024-05-03,6.822901922510429,-6.468635999931909,6.092417812332337,-0.6996731282837481,8.679915677161192,3.4650244391552296,3.534114630972893,-6.186739103224461
1,2024-05-04,6.892681654231748,-6.022593139205578,5.375729227501421,-1.043367899254013,8.932675352666216,4.542570503322795,4.62781911230676,-6.696488395012357
1,2024-05-05,7.002506404850052,-6.68159228672554,6.227958737965118,-0.10460590638033158,7.932933847814152,4.427784608536297,3.3638067040598987,-5.825172119412054
1,2024-05-07,6.323820107792299,-6.276154136991552,6.058123378138031,0.4778925809842717,8.474898382526469,4.679112702537649,4.927587168847872,-6.304214934912317
1,2024-05-08,6.418079339450903,-6.711018420135474,6.895868795456703,1.3098006547057721,8.300989578448224,4.725310929853055,3.5858187254049056,-5.4462627492323685
1,2024-05-09,6.653194099086864,-5.896450896265734,5.6272121262289545,1.234258625343047,8.888429769169129,4.951486564243045,4.660300115067722,-5.945071058373601
1,2024-05-11,6.834233715551662,-6.761019992672232,6.071488532148612,0.8012500748363331,8.208715240889044,4.56550071241757,4.080665481880397,-5.540801825267843
1,2024-05-12,6.307742630459294,-6.149913388063055,6.127776596595877,1.4363418132851444,8.54833681299688,4.910250685232016,3.9346513097733267,-5.69067791333327
1,2024-05-13,6.347420611947692,-6.633106907479546,6.389633339084806,1.773711478513042,8.477336472830403,4.8047192493773005,3.7054822507461798,-4.820582081107752
1,2024-05-15,6.756749305164448,-5.903857627061281,6.221855305573026,0.5355475964605582,8.39580011768027,4.900677830440934,3.779087990942996,-6.197678900067788
1,2024-05-16,6.355047582579491,-5.490469674795878,5.575451917239071,-0.9093102548596609,9.164319724515941,4.8702823466509475,5.575788768841635,-6.801920023376229
1,2024-05-17,6.354773475627449,-6.495836394659716,6.138548929325521,-0.04444503258160337,8.744876544176309,4.1787483025871035,3.6896762951552162,-5.674269570059192
1,2024-05-18,6.783000439223566,-5.17630179107926,4.946743738736709,-0.32734706394438134,9.175514439532876,4.507559016968632,4.733264871992988,-7.031396058177084
1,2024-05-19,7.008945579352497,-7.729059841432311,7.403817475162062,1.9722611381696742,7.9407783695849625,3.6534989932468025,2.029936984914225,-4.64662616519555
1,2024-05-20,6.238067075830284,-5.706927343006386,5.9620552153996895,1.672064965794038,8.879254487682147,5.487439138413955,4.317723886354019,-5.745249939598314
1,2024-05-21,6.428129085442078,-6.27970841852093,6.725033802126148,1.3798726937742112,8.969337520509738,4.938299445062624,3.6891498430692864,-5.503562974363878
1,2024-05-22,7.033402123368583,-7.419433406289466,7.226595136399877,2.3350343696564964,7.677254825509189,5.087606248461341,3.134243014992951,-4.158862982736551
1,2024-05-23,6.464690008487973,-5.355328589852118,5.760979499394162,1.9703216289260745,9.468998408845513,5.690170946285954,5.398305157203102,-5.906808561014335
1,2024-05-24,6.0409115666827065,-6.142897432010923,5.88963920146621,0.9302186899438769,8.876135422388064,4.688067780819816,4.940627032665442,-5.732363486046824
1,2024-05-25,6.283571415023067,-6.797014874404828,6.25669723194884,1.3638447560706968,8.685696458573224,4.6809860771539915,4.218598898318743,-5.291849991029601
1,2024-05-26,6.696333155357058,-7.269718816553424,6.380593475393063,2.3309877992427097,7.612180772079667,4.820633454703603,3.6714594107364373,-4.659599336487329
1,2024-05-27,6.578068746057801,-6.431106566774762,6.003431021019576,1.9111390089208566,8.507517306830497,5.551117615221626,4.059455487247584,-5.203196569503694
1,2024-05-28,6.576158199002823,-6.624994844703441,6.508720771626587,2.3905983735396235,8.248243329112988,4.847863026838973,3.853584521237177,-5.354457616909198
1,2024-05-29,6.65479567689131,-6.499920815321186,6.464008298535388,2.8334791212402823,8.534290006758706,5.07530732462892,3.045544617532704,-5.387290090027318
1,2024-05-30,6.154223789435164,-4.764102402723527,5.207065012675669,0.8987652758154868,9.339434602535896,5.847301325854561,6.1545429333924,-6.353280591633177
1,2024-05-31,6.71098480193524,-6.682670341995129,6.934429297027004,1.3383184374071555,8.185905866040464,4.508943726500066,3.3259249415750674,-4.859263899649478
1,2024-06-01,6.555707274109657,-6.846406664404313,7.05461816555592,2.653319840534848,8.478326718131543,4.575897980254757,3.063391321315671,-4.798300761539961
1,2024-06-02,6.219656899243452,-6.987235426096873,7.042582372912811,3.277272067011564,8.162713164093123,5.346748780682982,2.9926481997185705,-4.015406493286865
1,2024-06-03,6.203991307266701,-5.251891097387517,5.350605788986998,1.4128937703498303,9.664724307581796,6.12748242110504,6.015837010875053,-5.927964360144714
1,2024-06-04,6.592158417559116,-6.240195679174485,5.784250964980268,0.8601298777867382,8.712269141968203,4.979917485966699,4.517461845082676,-6.170182098140849
1,2024-06-06,6.326889793317347,-6.2550596824913764,5.597284110705385,1.0856573284052755,8.456549463334943,4.903875576469136,4.66439385432481,-6.071065720069781
1,2024-06-09,6.422400689510172,-6.28525448747628,6.269853281847194,1.5798614558552098,8.73818024509392,4.811625754105483,3.6633677136027227,-5.392887785146784
1,2024-06-10,6.885650865197392,-6.749488488467113,6.4857257257359535,1.488488967839542,8.047885455460866,4.58252726443634,3.684125334804478,-5.341262977432035
1,2024-06-11,6.316465341982192,-7.055877668494516,7.255454121650625,2.5301351380563943,8.416090459912736,5.018536630822692,3.322636608708263,-4.428607941737235
1,2024-06-12,7.008936011306818,-5.88936911549997,6.9943430704982985,2.191288766281235,8.474292512959602,5.365433726299184,4.7586487107110855,-5.127253869769572
1,2024-06-14,7.262557888262866,-6.42792362095199,5.821589645305755,1.497736578736169,8.595718664191308,4.918878108344097,4.5824977275808,-6.209661307434248
1,2024-06-15,6.36932823716299,-6.266021695656501,5.9990311616624155,1.3844893701357106,8.607970937338122,5.233571586117395,4.447030104766336,-6.014742011035894
1,2024-06-16,6.51179984126636,-5.8021043638126155,6.015368315846461,1.1894411471672348,9.119804520284363,4.67893535105392,4.5827947154958295,-5.7996619808825765
1,2024-06-17,6.888700413763489,-5.7198716052881435,5.858985817671294,0.26780886622984346,9.001926760216383,5.149330729682184,4.397078197636693,-5.960862156059975
1,2024-06-18,6.1997389649011625,-7.246074529536974,6.961194352742704,1.3938888794557656,8.108980366424023,4.833604782561889,3.5037077237817384,-5.132997258086635
1,2024-06-19,6.65629260034291,-6.008485174632143,6.097139259187898,1.3025680653258622,8.69646078145201,4.901643528178721,4.177636811084007,-5.528794326084558
1,2024-06-20,6.392747010610105,-7.312989862989428,7.1006648562350225,2.7206676987130023,8.541634360666443,4.861763592283361,3.0867786177653107,-4.483118679346317
1,2024-06-21,6.320849468061078,-5.333092635281618,6.2152775302641565,1.3630860760863057,8.602492776424585,5.384488564208574,5.37103381018043,-5.464106534189125
1,2024-06-23,6.60302092666102,-6.628747501362832,6.708030323089407,1.022487595624308,8.311076608321109,5.077106372568971,3.720100748987156,-5.403637262627217
1,2024-06-24,6.356026153250198,-8.21374035124659,7.951014973430694,3.115709386013569,7.44225067692915,4.841621248663242,1.578891381993788,-3.6993894257196094
1,2024-06-25,6.086885671605407,-5.0773792442653685,5.32521259595042,1.7481850528657217,9.473599816622087,6.221749840518606,6.196883606751618,-6.346408663570976
1,2024-06-26,6.466488186051215,-6.529519635802072,6.086636166291972,1.2504261034680353,8.600389210704499,5.030381850545374,4.270524000166264,-5.443299955557487
1,2024-06-27,6.476582113936176,-8.066100560172183,7.997601609968302,3.337483684576576,7.7554311383551005,4.778246412316838,2.1427667729383972,-3.902360439927694
1,2024-06-28,5.92848053926969,-6.365970263768109,6.981150644457646,2.9577833527393795,8.342485194321705,5.842784961375362,3.986872585604894,-4.24638459999182
1,2024-06-29,6.116208497016153,-5.08019589172294,5.869657427714003,2.527633976912428,8.98943538972887,6.205605409743916,5.31650354221148,-5.08881484840172
1,2024-06-30,7.081457498809137,-5.078686269429678,5.466152505225996,1.035413944018809,9.164865965550025,5.728360244857996,5.343007654381752,-6.162431773477004
1,2024-07-01,6.899146711537105,-7.651904988558751,7.039070166484968,2.6879233330826393,8.55627302212051,4.659398376958012,2.9555766665451024,-4.820859157586962
1,2024-07-02,6.4313812774690176,-5.887265617331877,5.908635393094067,1.8952927709671863,8.760865424202432,5.598920019000013,4.587346854588102,-5.392213413966905
1,2024-07-03,6.3146848299586855,-5.68437646563707,6.070623384276353,1.3029255402013165,8.717719812736885,4.810309242170688,4.906234897927778,-6.083529044430515
1,2024-07-04,6.44539916987797,-5.877126529564578,5.646087746787834,0.9529614430433512,8.495480492190762,5.074123029364573,4.671001962389645,-5.91024624890037
1,2024-07-05,6.614545393430051,-6.851587020462534,6.213738433362703,0.9985317403825543,8.44293542153991,4.857457516873284,3.9873000153748768,-5.823091148853636
1,2024-07-06,6.457525528730703,-6.53691934082141,6.806492569102173,1.5651503446048016,7.905409557264182,4.6584564215489666,3.6462888976236374,-4.981425368144803
1,2024-07-07,6.692518014304916,-7.036975695233673,6.248411797845184,2.181038982272286,7.956241093933243,5.062919213070994,2.9757380614264637,-4.434874670698323
1,2024-07-08,6.7871148704816955,-6.760908678101,6.793007982910908,2.780077400830324,8.411193834212202,5.255765674527306,3.6514817126375436,-4.333386409716643
1,2024-07-09,6.4798126023897815,-6.333762691363229,6.445875350313523,2.2478556837072947,8.65919709169359,5.712130532966583,4.703237290455972,-5.239927567821024
1,2024-07-10,6.866672078386426,-5.3034639938521435,6.1310522318042535,1.2842588488435451,8.740999486251324,6.152903438105256,5.560194314069546,-6.6119482427703025
1,2024-07-11,6.351786702604988,-5.83107070998103,5.556881620694485,0.724939739713904,8.823289245055554,4.747580024161438,4.982076623986471,-5.942176982159276
1,2024-07-12,6.927616682504272,-6.3453498017331045,6.396531104779326,0.8630757540182631,8.33626429875655,4.382582031432503,4.203259100341484,-5.348256458916798
1,2024-07-13,6.659492926389601,-6.093770643258078,6.278946772698501,1.1418909772158652,8.592446876868351,4.72059275285884,4.304297745403015,-5.5469979930538225
1,2024-07-14,6.686278375206305,-5.645648320398043,5.83629120631607,1.286869108392916,8.694269338194331,5.168425338624896,4.772219203631669,-6.3114380799164165
1,2024-07-15,6.435109387079232,-5.654967862945011,6.038448299831622,0.36203545195630005,8.954649078741031,4.389562874307412,4.721006066837226,-6.287342546992195
1,2024-07-16,6.794095640710918,-6.569964856883895,5.918542231621173,1.0570301686717956,8.78474096757346,4.708990408694122,3.672997777398042,-5.675041838409016
